Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon Bérubé,Sean English,Bernard Généreux,François Lapointe,Thibaud Mony,Nancy Rochon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 555","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,,,36
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 556","Cacouna",Merged with No./Fusionné avec le n°14,,,,,,,,7
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 557","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,14
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 558","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°517,,,,,,,,12
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 559","Rivière-du-Loup",Merged with No./Fusionné avec le n°20,,,,,,,,4
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 560","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°573,,,,,,,,21
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 561","Mobile poll/Bureau itinérant",8,0,47,39,0,0,4,98,167
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 562","Cap-Saint-Ignace",Merged with No./Fusionné avec le n°171,,,,,,,,5
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 563","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°543,,,,,,,,6
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 564","Montmagny",Merged with No./Fusionné avec le n°198,,,,,,,,7
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 565","Berthier-sur-Mer",Merged with No./Fusionné avec le n°204,,,,,,,,8
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 566","Cap-Saint-Ignace",Merged with No./Fusionné avec le n°170,,,,,,,,10
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 567","Montmagny",Merged with No./Fusionné avec le n°179,,,,,,,,9
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 568","Mobile poll/Bureau itinérant",1,1,22,12,0,1,8,45,49
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 569","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 570","Saint-Marcel",Merged with No./Fusionné avec le n°175,,,,,,,,5
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 571","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°545,,,,,,,,27
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 572","L'Islet",Merged with No./Fusionné avec le n°148,,,,,,,,27
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 573","Mobile poll/Bureau itinérant",3,0,21,8,0,2,2,36,22
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 574","Saint-Pamphile",Merged with No./Fusionné avec le n°157,,,,,,,,16
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 575","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°543,,,,,,,,22
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 576","Sainte-Perpétue",Merged with No./Fusionné avec le n°146,,,,,,,,7
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 577","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°568,,,,,,,,12
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 578","Mobile poll/Bureau itinérant",4,0,18,11,0,1,4,38,58
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 579","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,,,28
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 580","Sainte-Hélène",Merged with No./Fusionné avec le n°82,,,,,,,,18
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 581","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°554,,,,,,,,13
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 582","Saint-Bruno-de-Kamouraska",Merged with No./Fusionné avec le n°97,,,,,,,,5
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 583","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504,,,,,,,,24
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 584","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510,,,,,,,,17
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 585","Rivière-Ouelle",Merged with No./Fusionné avec le n°98,,,,,,,,11
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 600","Cacouna",174,9,178,101,1,17,7,487,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 601","Saint-Épiphane",71,8,133,49,1,4,3,269,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 602","Saint-François-Xavier-de-Viger",43,0,91,43,1,13,4,195,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 603","Saint-Antonin",196,16,386,110,4,19,8,739,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 604","Rivière-du-Loup",291,20,377,148,4,16,12,868,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 605","Rivière-du-Loup",266,22,310,202,7,13,16,836,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 606","Rivière-du-Loup",274,18,374,166,4,17,8,861,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 607","Rivière-du-Loup",342,27,492,258,6,16,22,1163,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 608","Saint-Alexandre-de-Kamouraska",108,11,183,68,1,8,5,384,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 609","Saint-Pascal",225,13,424,147,7,19,10,845,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 610","Mont-Carmel",91,6,161,60,0,7,2,327,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 611","Saint-Pacôme",160,10,202,81,0,10,2,465,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 612","La Pocatière",303,20,403,156,2,7,12,903,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 613","Sainte-Anne-de-la-Pocatière--Saint-Roch-des-Aulnaies",125,11,292,76,5,4,6,519,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 614","Saint-Jean-Port-Joli",212,11,313,116,1,13,9,675,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 615","L'Islet",163,17,354,118,1,8,14,675,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 616","Saint-Aubert",57,3,221,63,1,3,6,354,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 617","Sainte-Perpétue",80,4,288,55,1,7,7,442,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 618","Saint-Pamphile",70,2,311,57,1,18,6,465,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 619","Saint-Paul-de-Montminy",83,7,193,45,2,10,5,345,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 620","Cap-Saint-Ignace",124,13,372,108,0,10,11,638,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 621","Saint-Antoine-de-l'Isle-aux-Grues",227,20,729,196,3,10,22,1207,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 622","Montmagny",212,19,600,210,5,16,26,1088,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup"," 623","Berthier-sur-Mer",141,9,344,85,6,9,3,597,
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,Group 1/Groupe 1, 64,46,56,53,1,2,14,236,50
24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup/Montmagny--L'Islet--Kamouraska--Rivière-du-Loup",,Group 2/Groupe 2, 320,34,483,292,0,9,44,1182,
