Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Frédéric Amyot,Alexandra Bernier,Caroline Desbiens,Frédéric Du Verle,Chantal Laplante,Véronique Laprise,Jenniefer Lefrançois,Vicky Lépine,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 607","L'Isle-aux-Coudres",0,59,247,4,6,69,0,0,4,389,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 608","Baie-Saint-Paul",8,197,457,18,4,134,1,0,17,836,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 609","Sainte-Anne-de-Beaupré",6,124,213,15,5,159,10,3,8,543,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 610","Saint-Tite-des-Caps--Saint-Ferréol-les-Neiges",7,155,265,26,4,173,13,2,11,656,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 611","Beaupré",5,106,219,16,3,177,4,0,7,537,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 612","Beaupré",14,209,328,25,12,254,10,1,3,856,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 613","Saint-Jean-de-l'Île-d'Orléans--Saint-Laurent-de-l'Île-d'Orléans",8,121,245,20,3,211,9,2,3,622,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 614","Sainte-Pétronille--Saint-Pierre-de-l'Île-d'Orléans",10,158,302,21,7,233,14,1,7,753,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 615","Château-Richer",9,190,318,31,14,299,16,5,17,899,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 616","L'Ange-Gardien",4,142,273,25,11,329,11,2,9,806,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 617","Boischatel",7,127,325,30,14,395,7,3,10,918,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 618","Boischatel",6,194,618,28,8,347,14,5,2,1222,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 619","Québec",14,239,459,33,16,462,19,11,31,1284,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 620","Québec",19,330,605,53,20,615,17,6,28,1693,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 621","Québec",15,184,327,35,5,453,23,5,30,1077,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 622","Québec",8,225,396,31,9,598,22,3,13,1305,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix"," 623","Québec",12,205,392,46,9,614,9,5,16,1308,
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix",,Group 1/Groupe 1, 3,61,112,26,3,68,6,0,19,298,57
24020,"Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix/Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix",,Group 2/Groupe 2, 11,380,570,42,9,371,15,7,63,1468,
