id,type,item owner id,layer title,title,description,image count,created date,last modification date,item views,Media Type,change_type,change_date,Owner,Community,Sources,Language,FEDDGUID_CEFIDUGD,FEDENAME,PRUID,fed_code,total_votes,electors,turnout,election_year,national_turnout,turnout_diff,type_val,election_date,cumulative_news
96,marker,-1,Newspapers,Abbotsford Times,"Black Press closed the Abbotsford Times, a community newspaper, at the end of 2013.",0,2015-10-07T12:59:55Z,2016-06-10T07:54:57Z,101,community paper,closed,2013-12-02,Black Press,"Abbotsford, British Columbia","[""http:\/\/www.abbynews.com\/news\/234140701.html"",""http:\/\/metronews.ca\/news\/vancouver\/872207\/abbotsford-mission-times-newspaper-shut-down\/""]","[""English""]",2013A000459001,Abbotsford,59,59001,49339,75474,0.6537218114847497,2019,0.6703803060659135,-0.016658494581163752,-1,2019-10-21,-1
96,marker,-1,Newspapers,Abbotsford Times,"Black Press closed the Abbotsford Times, a community newspaper, at the end of 2013.",0,2015-10-07T12:59:55Z,2016-06-10T07:54:57Z,101,community paper,closed,2013-12-02,Black Press,"Abbotsford, British Columbia","[""http:\/\/www.abbynews.com\/news\/234140701.html"",""http:\/\/metronews.ca\/news\/vancouver\/872207\/abbotsford-mission-times-newspaper-shut-down\/""]","[""English""]",2013A000459001,Abbotsford,59,59001,48326,69299,0.6973549401867271,2015,0.6828126123999229,0.014542327786804199,-1,2015-10-19,-1
97,marker,-1,Newspapers,Kamloops Daily News,"Glacier Media Group closed the Kamloops Daily News on Jan. 11, 2014, leaving British Columbiaâ€™s 12th largest city without a daily newspaper.",0,2015-10-07T12:59:56Z,2016-10-03T06:10:43Z,184,daily paper - paid,closed,2014-01-11,Glacier Media,"Kamloops, British Columbia","[""http:\/\/www.theglobeandmail.com\/news\/british-columbia\/the-kamloops-daily-news-to-stop-publishing\/article16260187\/""]","[""English""]",2013A000459013,Kamloops--Thompson--Cariboo,59,59013,70772,107548,0.6580503589095101,2021,0.6255952853516473,0.03245507355786281,-1,2021-09-19,0
97,marker,-1,Newspapers,Kamloops Daily News,"Glacier Media Group closed the Kamloops Daily News on Jan. 11, 2014, leaving British Columbiaâ€™s 12th largest city without a daily newspaper.",0,2015-10-07T12:59:56Z,2016-10-03T06:10:43Z,184,daily paper - paid,closed,2014-01-11,Glacier Media,"Kamloops, British Columbia","[""http:\/\/www.theglobeandmail.com\/news\/british-columbia\/the-kamloops-daily-news-to-stop-publishing\/article16260187\/""]","[""English""]",2013A000459013,Kamloops--Thompson--Cariboo,59,59013,72764,104054,0.6992907528783132,2019,0.6703803060659135,0.028910446812399737,-1,2019-10-21,1
97,marker,-1,Newspapers,Kamloops Daily News,"Glacier Media Group closed the Kamloops Daily News on Jan. 11, 2014, leaving British Columbiaâ€™s 12th largest city without a daily newspaper.",0,2015-10-07T12:59:56Z,2016-10-03T06:10:43Z,184,daily paper - paid,closed,2014-01-11,Glacier Media,"Kamloops, British Columbia","[""http:\/\/www.theglobeandmail.com\/news\/british-columbia\/the-kamloops-daily-news-to-stop-publishing\/article16260187\/""]","[""English""]",2013A000459013,Kamloops--Thompson--Cariboo,59,59013,69939,95347,0.7335207190577575,2015,0.6828126123999229,0.05070810665783465,-1,2015-10-19,0
99,marker,-1,Newspapers,Peace Arch News Daily,"Peace Arch News Daily, a Black Press title, ceased publication in March 2014. A community newspaper, called Peace Arch News, remains in circulation.",0,2015-10-07T12:59:56Z,2016-06-16T11:50:03Z,551,community paper,closed,2014-03-28,Black Press,"White Rock, British Columbia","[""http:\/\/www.marketingmag.ca\/media\/newspapers-canada-releases-2014-circulation-report-149490""]","[""English""]",2013A000459030,South Surrey--White Rock,59,59030,57245,88281,0.6484407743455557,2021,0.6255952853516473,0.02284548899390837,-1,2021-09-19,-2
99,marker,-1,Newspapers,Peace Arch News Daily,"Peace Arch News Daily, a Black Press title, ceased publication in March 2014. A community newspaper, called Peace Arch News, remains in circulation.",0,2015-10-07T12:59:56Z,2016-06-16T11:50:03Z,551,community paper,closed,2014-03-28,Black Press,"White Rock, British Columbia","[""http:\/\/www.marketingmag.ca\/media\/newspapers-canada-releases-2014-circulation-report-149490""]","[""English""]",2013A000459030,South Surrey--White Rock,59,59030,58354,84664,0.6892421808560899,2019,0.6703803060659135,0.018861874790176425,-1,2019-10-21,-2
99,marker,-1,Newspapers,Peace Arch News Daily,"Peace Arch News Daily, a Black Press title, ceased publication in March 2014. A community newspaper, called Peace Arch News, remains in circulation.",0,2015-10-07T12:59:56Z,2016-06-16T11:50:03Z,551,community paper,closed,2014-03-28,Black Press,"White Rock, British Columbia","[""http:\/\/www.marketingmag.ca\/media\/newspapers-canada-releases-2014-circulation-report-149490""]","[""English""]",2013A000459030,South Surrey--White Rock,59,59030,56850,76833,0.7399164421537621,2015,0.6828126123999229,0.05710382975383921,-1,2015-10-19,-2
100,marker,-1,Newspapers,The Sarnia Journal,"The Sarnia Journal, an independent community newspaper serving Sarnia, Ontario, was launched in March 2014 as a free weekly newspaper. In April 2020, the newspaper shifted from weekly to biweekly print editions due to the impacts of the pandemic. The newspaper also stopped offering free home delivery in November 2021 because of the reduction in advertising income that resulted from the pandemicâ€™s impact on local businesses. In April 2022, print editions increased to four editions per month. The community paper took a hiatus during the summer of 2022 and announced on September 7, 2022, that the newspaper would be relaunching as a digital only publication.",0,2015-10-07T12:59:56Z,2025-09-29T17:33:40Z,154,community paper,shifted to online,2022-09-07,Independent,"Sarnia, Ontario","[""https:\/\/www.thesarniajournal.ca\/top-story\/the-journal-is-five-years-old-how-did-that-happen-7969127"",""https:\/\/www.thesarniajournal.ca\/top-story\/dear-readers-7970448"",""https:\/\/www.thesarniajournal.ca\/top-story\/important-notice-to-our-readers-2-7971801"",""https:\/\/www.thesarniajournal.ca\/top-story\/journal-to-begin-publishing-four-editions-each-month-7972039"",""https:\/\/www.thesarniajournal.ca\/news\/an-update-from-the-sarnia-journal-7972296"",""https:\/\/www.thesarniajournal.ca\/opinion\/welcome-back-from-the-journal-7972313""]","[""English""]",2013A000435091,Sarnia--Lambton,35,35091,57245,85439,0.6700101827034493,2021,0.6255952853516473,0.04441489735180193,-1,2021-09-19,0
100,marker,-1,Newspapers,The Sarnia Journal,"The Sarnia Journal, an independent community newspaper serving Sarnia, Ontario, was launched in March 2014 as a free weekly newspaper. In April 2020, the newspaper shifted from weekly to biweekly print editions due to the impacts of the pandemic. The newspaper also stopped offering free home delivery in November 2021 because of the reduction in advertising income that resulted from the pandemicâ€™s impact on local businesses. In April 2022, print editions increased to four editions per month. The community paper took a hiatus during the summer of 2022 and announced on September 7, 2022, that the newspaper would be relaunching as a digital only publication.",0,2015-10-07T12:59:56Z,2025-09-29T17:33:40Z,154,community paper,shifted to online,2022-09-07,Independent,"Sarnia, Ontario","[""https:\/\/www.thesarniajournal.ca\/top-story\/the-journal-is-five-years-old-how-did-that-happen-7969127"",""https:\/\/www.thesarniajournal.ca\/top-story\/dear-readers-7970448"",""https:\/\/www.thesarniajournal.ca\/top-story\/important-notice-to-our-readers-2-7971801"",""https:\/\/www.thesarniajournal.ca\/top-story\/journal-to-begin-publishing-four-editions-each-month-7972039"",""https:\/\/www.thesarniajournal.ca\/news\/an-update-from-the-sarnia-journal-7972296"",""https:\/\/www.thesarniajournal.ca\/opinion\/welcome-back-from-the-journal-7972313""]","[""English""]",2013A000435091,Sarnia--Lambton,35,35091,58316,85266,0.6839302887434616,2019,0.6703803060659135,0.013549982677548145,-1,2019-10-21,0
100,marker,-1,Newspapers,The Sarnia Journal,"The Sarnia Journal, an independent community newspaper serving Sarnia, Ontario, was launched in March 2014 as a free weekly newspaper. In April 2020, the newspaper shifted from weekly to biweekly print editions due to the impacts of the pandemic. The newspaper also stopped offering free home delivery in November 2021 because of the reduction in advertising income that resulted from the pandemicâ€™s impact on local businesses. In April 2022, print editions increased to four editions per month. The community paper took a hiatus during the summer of 2022 and announced on September 7, 2022, that the newspaper would be relaunching as a digital only publication.",0,2015-10-07T12:59:56Z,2025-09-29T17:33:40Z,154,community paper,shifted to online,2022-09-07,Independent,"Sarnia, Ontario","[""https:\/\/www.thesarniajournal.ca\/top-story\/the-journal-is-five-years-old-how-did-that-happen-7969127"",""https:\/\/www.thesarniajournal.ca\/top-story\/dear-readers-7970448"",""https:\/\/www.thesarniajournal.ca\/top-story\/important-notice-to-our-readers-2-7971801"",""https:\/\/www.thesarniajournal.ca\/top-story\/journal-to-begin-publishing-four-editions-each-month-7972039"",""https:\/\/www.thesarniajournal.ca\/news\/an-update-from-the-sarnia-journal-7972296"",""https:\/\/www.thesarniajournal.ca\/opinion\/welcome-back-from-the-journal-7972313""]","[""English""]",2013A000435091,Sarnia--Lambton,35,35091,58392,81362,0.7176814729234778,2015,0.6828126123999229,0.03486886052355498,-1,2015-10-19,1
102,marker,-1,Newspapers,Nanaimo News Bulletin Daily,"The Black Press free daily newspaper, Nanaimo News Bulletin Daily ceased publication March 2014. The community newspaper, Nanaimo News Bulletin, remains in publication.",0,2015-10-07T12:59:56Z,2017-12-16T21:19:02Z,204,daily paper - free,closed,2014-03-28,Black Press,"Nanaimo, British Columbia","[""http:\/\/www.marketingmag.ca\/media\/newspapers-canada-releases-2014-circulation-report-149490""]","[""English""]",2013A000459018,Nanaimo--Ladysmith,59,59018,69042,108490,0.6363904507327864,2021,0.6255952853516473,0.010795165381139116,-1,2021-09-19,-1
102,marker,-1,Newspapers,Nanaimo News Bulletin Daily,"The Black Press free daily newspaper, Nanaimo News Bulletin Daily ceased publication March 2014. The community newspaper, Nanaimo News Bulletin, remains in publication.",0,2015-10-07T12:59:56Z,2017-12-16T21:19:02Z,204,daily paper - free,closed,2014-03-28,Black Press,"Nanaimo, British Columbia","[""http:\/\/www.marketingmag.ca\/media\/newspapers-canada-releases-2014-circulation-report-149490""]","[""English""]",2013A000459018,Nanaimo--Ladysmith,59,59018,72089,104678,0.6886738378646898,2019,0.6703803060659135,0.018293531798776352,-1,2019-10-21,-2
102,marker,-1,Newspapers,Nanaimo News Bulletin Daily,"The Black Press free daily newspaper, Nanaimo News Bulletin Daily ceased publication March 2014. The community newspaper, Nanaimo News Bulletin, remains in publication.",0,2015-10-07T12:59:56Z,2017-12-16T21:19:02Z,204,daily paper - free,closed,2014-03-28,Black Press,"Nanaimo, British Columbia","[""http:\/\/www.marketingmag.ca\/media\/newspapers-canada-releases-2014-circulation-report-149490""]","[""English""]",2013A000459018,Nanaimo--Ladysmith,59,59018,71399,95200,0.7499894957983193,2015,0.6828126123999229,0.06717688339839645,-1,2015-10-19,-2
103,marker,-1,Newspapers,Anishinabek News,"Anishinabek News is a community newspaper that was founded in 1988 to cover local news for the Anishinabek Nation. The website was launched on April 16, 2013 to provide more timely news. After the March 2014 issue, the newspaper stopped publishing its monthly print edition. Anishinabek News began publishing a free quarterly print edition beginning with the Summer 2017 issue.",0,2015-10-07T12:59:57Z,2025-07-31T17:14:06Z,242,community paper,increase in service,2017-06-21,independent,"Anishinabek Nation, Ontario","[""http:\/\/anishinabeknews.ca\/wp-content\/uploads\/2014\/03\/for-website-March-.pdf"",""https:\/\/anishinabeknews.ca\/2014\/03\/17\/print-edition-old-news\/"",""https:\/\/anishinabeknews.ca\/2013\/04\/17\/anishinabek-news-opens-pages-to-new-readers\/"",""https:\/\/anishinabeknews.ca\/archive\/"",""https:\/\/anishinabeknews.ca\/wp-content\/uploads\/2018\/03\/Summer2017.pdf"",""https:\/\/anishinabeknews.ca\/about-us\/""]","[""English""]",2013A000435070,Nipissing--Timiskaming,35,35070,47833,76316,0.6267755123434142,2021,0.6255952853516473,0.0011802269917668973,1,2021-09-19,-1
103,marker,-1,Newspapers,Anishinabek News,"Anishinabek News is a community newspaper that was founded in 1988 to cover local news for the Anishinabek Nation. The website was launched on April 16, 2013 to provide more timely news. After the March 2014 issue, the newspaper stopped publishing its monthly print edition. Anishinabek News began publishing a free quarterly print edition beginning with the Summer 2017 issue.",0,2015-10-07T12:59:57Z,2025-07-31T17:14:06Z,242,community paper,increase in service,2017-06-21,independent,"Anishinabek Nation, Ontario","[""http:\/\/anishinabeknews.ca\/wp-content\/uploads\/2014\/03\/for-website-March-.pdf"",""https:\/\/anishinabeknews.ca\/2014\/03\/17\/print-edition-old-news\/"",""https:\/\/anishinabeknews.ca\/2013\/04\/17\/anishinabek-news-opens-pages-to-new-readers\/"",""https:\/\/anishinabeknews.ca\/archive\/"",""https:\/\/anishinabeknews.ca\/wp-content\/uploads\/2018\/03\/Summer2017.pdf"",""https:\/\/anishinabeknews.ca\/about-us\/""]","[""English""]",2013A000435070,Nipissing--Timiskaming,35,35070,48134,75052,0.6413420028780046,2019,0.6703803060659135,-0.029038303187908898,1,2019-10-21,0
103,marker,-1,Newspapers,Anishinabek News,"Anishinabek News is a community newspaper that was founded in 1988 to cover local news for the Anishinabek Nation. The website was launched on April 16, 2013 to provide more timely news. After the March 2014 issue, the newspaper stopped publishing its monthly print edition. Anishinabek News began publishing a free quarterly print edition beginning with the Summer 2017 issue.",0,2015-10-07T12:59:57Z,2025-07-31T17:14:06Z,242,community paper,increase in service,2017-06-21,independent,"Anishinabek Nation, Ontario","[""http:\/\/anishinabeknews.ca\/wp-content\/uploads\/2014\/03\/for-website-March-.pdf"",""https:\/\/anishinabeknews.ca\/2014\/03\/17\/print-edition-old-news\/"",""https:\/\/anishinabeknews.ca\/2013\/04\/17\/anishinabek-news-opens-pages-to-new-readers\/"",""https:\/\/anishinabeknews.ca\/archive\/"",""https:\/\/anishinabeknews.ca\/wp-content\/uploads\/2018\/03\/Summer2017.pdf"",""https:\/\/anishinabeknews.ca\/about-us\/""]","[""English""]",2013A000435070,Nipissing--Timiskaming,35,35070,49099,71879,0.6830785069352662,2015,0.6828126123999229,2.65894535343314e-4,1,2015-10-19,-1
106,marker,-1,Newspapers,tonight,"The free biweekly newspaper in Toronto published its final issue on May 29, 2014. The newspaper was sold to Annex Business Media in January, 2013, and the daily newspaper was reduced to publishing twice per week. The first edition was published on September 8, 2009.",0,2015-10-07T12:59:57Z,2021-01-27T11:40:00Z,136,community paper,closed,2014-05-29,Annex Business Media,"Toronto, Ontario","[""https:\/\/www.blogto.com\/city\/2014\/06\/tonight_newspaper_shuts_down\/"",""https:\/\/www.thestar.com\/business\/2014\/06\/11\/free_toronto_paper_shuts_down.html"",""https:\/\/www.blogto.com\/city\/2009\/07\/toronto_gets_a_new_free_daily_as_tonight_readies_for_september_launch\/""]","[""English""]",2013A000435101,Spadina--Fort York,35,35101,49171,91355,0.5382409282469487,2021,0.6255952853516473,-0.08735435710469863,-1,2021-09-19,-7
106,marker,-1,Newspapers,tonight,"The free biweekly newspaper in Toronto published its final issue on May 29, 2014. The newspaper was sold to Annex Business Media in January, 2013, and the daily newspaper was reduced to publishing twice per week. The first edition was published on September 8, 2009.",0,2015-10-07T12:59:57Z,2021-01-27T11:40:00Z,136,community paper,closed,2014-05-29,Annex Business Media,"Toronto, Ontario","[""https:\/\/www.blogto.com\/city\/2014\/06\/tonight_newspaper_shuts_down\/"",""https:\/\/www.thestar.com\/business\/2014\/06\/11\/free_toronto_paper_shuts_down.html"",""https:\/\/www.blogto.com\/city\/2009\/07\/toronto_gets_a_new_free_daily_as_tonight_readies_for_september_launch\/""]","[""English""]",2013A000435101,Spadina--Fort York,35,35101,60989,93251,0.6540305197799487,2019,0.6703803060659135,-0.01634978628596473,-1,2019-10-21,-5
106,marker,-1,Newspapers,tonight,"The free biweekly newspaper in Toronto published its final issue on May 29, 2014. The newspaper was sold to Annex Business Media in January, 2013, and the daily newspaper was reduced to publishing twice per week. The first edition was published on September 8, 2009.",0,2015-10-07T12:59:57Z,2021-01-27T11:40:00Z,136,community paper,closed,2014-05-29,Annex Business Media,"Toronto, Ontario","[""https:\/\/www.blogto.com\/city\/2014\/06\/tonight_newspaper_shuts_down\/"",""https:\/\/www.thestar.com\/business\/2014\/06\/11\/free_toronto_paper_shuts_down.html"",""https:\/\/www.blogto.com\/city\/2009\/07\/toronto_gets_a_new_free_daily_as_tonight_readies_for_september_launch\/""]","[""English""]",2013A000435101,Spadina--Fort York,35,35101,55416,79917,0.6934194226510004,2015,0.6828126123999229,0.01060681025107757,-1,2015-10-19,-3
112,marker,-1,Newspapers,ChÃ¢teauguay Express,"ChÃ¢teauguay Express, launched by Transcontinental in 2011, was closed in September 2014.",0,2015-10-07T12:59:58Z,2017-12-20T06:32:24Z,85,community paper,closed,2014-09-03,Transcontinental,"ChÃ¢teauguay, Quebec","[""http:\/\/www.infosuroit.com\/des-journaux-de-la-region-pourraient-disparaitre\/""]","[""French""]",2013A000424021,Châteauguay--Lacolle,24,24021,49744,79854,0.6229368597690785,2021,0.6255952853516473,-0.002658425582568791,-1,2021-09-19,-2
112,marker,-1,Newspapers,ChÃ¢teauguay Express,"ChÃ¢teauguay Express, launched by Transcontinental in 2011, was closed in September 2014.",0,2015-10-07T12:59:58Z,2017-12-20T06:32:24Z,85,community paper,closed,2014-09-03,Transcontinental,"ChÃ¢teauguay, Quebec","[""http:\/\/www.infosuroit.com\/des-journaux-de-la-region-pourraient-disparaitre\/""]","[""French""]",2013A000424021,Châteauguay--Lacolle,24,24021,53473,78384,0.6821927944478465,2019,0.6703803060659135,0.01181248838193305,-1,2019-10-21,-2
112,marker,-1,Newspapers,ChÃ¢teauguay Express,"ChÃ¢teauguay Express, launched by Transcontinental in 2011, was closed in September 2014.",0,2015-10-07T12:59:58Z,2017-12-20T06:32:24Z,85,community paper,closed,2014-09-03,Transcontinental,"ChÃ¢teauguay, Quebec","[""http:\/\/www.infosuroit.com\/des-journaux-de-la-region-pourraient-disparaitre\/""]","[""French""]",2013A000424021,Châteauguay--Lacolle,24,24021,52691,76129,0.692127835647388,2015,0.6828126123999229,0.009315223247465143,-1,2015-10-19,-1
113,marker,-1,Newspapers,Lâ€™Impact de Drummondville,"Transcontinental Inc. ceased publication of 20 Quebec titles, including this community newspaper. Lâ€™Impact de Drummondville first launched in 2008.",0,2015-10-07T12:59:58Z,2023-05-08T15:22:48Z,93,community paper,closed,2014-09-03,Transcontinental,"Drummondville, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/"",""http:\/\/tctranscontinental.com\/en\/-\/transcontinental-inc-announces-the-results-of-the-sale-process-of-the-weekly-newspapers-in-quebec-designated-by-the-competition-bureau?p_p_id=82&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_82_struts_action=%2Flanguage%2Fview&&languageId=en_CA""]","[""French""]",2013A000424025,Drummond,24,24025,52478,85569,0.613282847760287,2021,0.6255952853516473,-0.012312437591360359,-1,2021-09-19,-2
113,marker,-1,Newspapers,Lâ€™Impact de Drummondville,"Transcontinental Inc. ceased publication of 20 Quebec titles, including this community newspaper. Lâ€™Impact de Drummondville first launched in 2008.",0,2015-10-07T12:59:58Z,2023-05-08T15:22:48Z,93,community paper,closed,2014-09-03,Transcontinental,"Drummondville, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/"",""http:\/\/tctranscontinental.com\/en\/-\/transcontinental-inc-announces-the-results-of-the-sale-process-of-the-weekly-newspapers-in-quebec-designated-by-the-competition-bureau?p_p_id=82&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_82_struts_action=%2Flanguage%2Fview&&languageId=en_CA""]","[""French""]",2013A000424025,Drummond,24,24025,55950,84074,0.6654851678283417,2019,0.6703803060659135,-0.004895138237571817,-1,2019-10-21,-2
113,marker,-1,Newspapers,Lâ€™Impact de Drummondville,"Transcontinental Inc. ceased publication of 20 Quebec titles, including this community newspaper. Lâ€™Impact de Drummondville first launched in 2008.",0,2015-10-07T12:59:58Z,2023-05-08T15:22:48Z,93,community paper,closed,2014-09-03,Transcontinental,"Drummondville, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/"",""http:\/\/tctranscontinental.com\/en\/-\/transcontinental-inc-announces-the-results-of-the-sale-process-of-the-weekly-newspapers-in-quebec-designated-by-the-competition-bureau?p_p_id=82&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_82_struts_action=%2Flanguage%2Fview&&languageId=en_CA""]","[""French""]",2013A000424025,Drummond,24,24025,53077,81455,0.6516113191332638,2015,0.6828126123999229,-0.031201293266659103,-1,2015-10-19,-2
114,marker,-1,Newspapers,Roussillon Express,"Roussillon Express, a Transcontinental publication, was closed in September, 2014.",0,2015-10-07T12:59:58Z,2017-12-20T06:33:17Z,64,community paper,closed,2014-09-03,Transcontinental,"La Prairie, Quebec","[""https:\/\/web.archive.org\/web\/20140903213020\/http:\/\/www.lesaintlaurentportage.ca\/2014\/09\/03\/le-st-laurent-portage-ferme-ses-portes""]","[""French""]",2013A000424034,La Prairie,24,24034,60064,88603,0.6779002968296785,2021,0.6255952853516473,0.05230501147803113,-1,2021-09-19,-1
114,marker,-1,Newspapers,Roussillon Express,"Roussillon Express, a Transcontinental publication, was closed in September, 2014.",0,2015-10-07T12:59:58Z,2017-12-20T06:33:17Z,64,community paper,closed,2014-09-03,Transcontinental,"La Prairie, Quebec","[""https:\/\/web.archive.org\/web\/20140903213020\/http:\/\/www.lesaintlaurentportage.ca\/2014\/09\/03\/le-st-laurent-portage-ferme-ses-portes""]","[""French""]",2013A000424034,La Prairie,24,24034,62439,87062,0.7171785624038042,2019,0.6703803060659135,0.0467982563378907,-1,2019-10-21,0
114,marker,-1,Newspapers,Roussillon Express,"Roussillon Express, a Transcontinental publication, was closed in September, 2014.",0,2015-10-07T12:59:58Z,2017-12-20T06:33:17Z,64,community paper,closed,2014-09-03,Transcontinental,"La Prairie, Quebec","[""https:\/\/web.archive.org\/web\/20140903213020\/http:\/\/www.lesaintlaurentportage.ca\/2014\/09\/03\/le-st-laurent-portage-ferme-ses-portes""]","[""French""]",2013A000424034,La Prairie,24,24034,58568,82472,0.7101561742167039,2015,0.6828126123999229,0.027343561816780992,-1,2015-10-19,0
115,marker,-1,Newspapers,Agri-VallÃ©e,"Agri-VallÃ©e, a community newspaper, was purchased by NÃ©omÃ©dia in September 2014 and is now published online only.",0,2015-10-07T12:59:58Z,2017-12-20T06:32:02Z,66,community paper,shifted to online,2014-09-03,Quebecor,"Valleyfield, Quebec","[""http:\/\/www.huffingtonpost.ca\/2014\/09\/03\/transcontinental-shuts-20-quebec-weeklies_n_5759684.html"",""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/""]","[""French""]",2013A000424071,Salaberry--Suroît,24,24071,62220,99516,0.6252260942963945,2021,0.6255952853516473,-3.691910552527933e-4,-1,2021-09-19,-1
115,marker,-1,Newspapers,Agri-VallÃ©e,"Agri-VallÃ©e, a community newspaper, was purchased by NÃ©omÃ©dia in September 2014 and is now published online only.",0,2015-10-07T12:59:58Z,2017-12-20T06:32:02Z,66,community paper,shifted to online,2014-09-03,Quebecor,"Valleyfield, Quebec","[""http:\/\/www.huffingtonpost.ca\/2014\/09\/03\/transcontinental-shuts-20-quebec-weeklies_n_5759684.html"",""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/""]","[""French""]",2013A000424071,Salaberry--Suroît,24,24071,64188,96039,0.668353481398182,2019,0.6703803060659135,-0.0020268246677315194,-1,2019-10-21,-2
115,marker,-1,Newspapers,Agri-VallÃ©e,"Agri-VallÃ©e, a community newspaper, was purchased by NÃ©omÃ©dia in September 2014 and is now published online only.",0,2015-10-07T12:59:58Z,2017-12-20T06:32:02Z,66,community paper,shifted to online,2014-09-03,Quebecor,"Valleyfield, Quebec","[""http:\/\/www.huffingtonpost.ca\/2014\/09\/03\/transcontinental-shuts-20-quebec-weeklies_n_5759684.html"",""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/""]","[""French""]",2013A000424071,Salaberry--Suroît,24,24071,62533,92604,0.6752732063409788,2015,0.6828126123999229,-0.007539406058944098,-1,2015-10-19,-2
116,marker,-1,Newspapers,Le Journal de Magog,"Le Journal de Magog, a Transcontinental community newspaper,  closed in September 2014.",0,2015-10-07T12:59:59Z,2017-12-20T06:38:47Z,116,community paper,closed,2014-09-03,Transcontinental,"Magog, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/"",""http:\/\/tctranscontinental.com\/en\/-\/transcontinental-inc-announces-the-results-of-the-sale-process-of-the-weekly-newspapers-in-quebec-designated-by-the-competition-bureau?p_p_id=82&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_82_struts_action=%2Flanguage%2Fview&&languageId=en_CA""]","[""French""]",2013A000424016,Brome--Missisquoi,24,24016,62586,94728,0.6606916645553585,2021,0.6255952853516473,0.035096379203711225,-1,2021-09-19,-1
116,marker,-1,Newspapers,Le Journal de Magog,"Le Journal de Magog, a Transcontinental community newspaper,  closed in September 2014.",0,2015-10-07T12:59:59Z,2017-12-20T06:38:47Z,116,community paper,closed,2014-09-03,Transcontinental,"Magog, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/"",""http:\/\/tctranscontinental.com\/en\/-\/transcontinental-inc-announces-the-results-of-the-sale-process-of-the-weekly-newspapers-in-quebec-designated-by-the-competition-bureau?p_p_id=82&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_82_struts_action=%2Flanguage%2Fview&&languageId=en_CA""]","[""French""]",2013A000424016,Brome--Missisquoi,24,24016,62403,89334,0.6985358318221506,2019,0.6703803060659135,0.028155525756237143,-1,2019-10-21,-1
116,marker,-1,Newspapers,Le Journal de Magog,"Le Journal de Magog, a Transcontinental community newspaper,  closed in September 2014.",0,2015-10-07T12:59:59Z,2017-12-20T06:38:47Z,116,community paper,closed,2014-09-03,Transcontinental,"Magog, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/"",""http:\/\/tctranscontinental.com\/en\/-\/transcontinental-inc-announces-the-results-of-the-sale-process-of-the-weekly-newspapers-in-quebec-designated-by-the-competition-bureau?p_p_id=82&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&_82_struts_action=%2Flanguage%2Fview&&languageId=en_CA""]","[""French""]",2013A000424016,Brome--Missisquoi,24,24016,59391,85118,0.6977490072605089,2015,0.6828126123999229,0.014936394860586066,-1,2015-10-19,-1
117,marker,-1,Newspapers,La Voix de la Matanie,"La Voix de la Matanie, a Transcontinental community newspaper, closed September, 2014.",0,2015-10-07T12:59:59Z,2017-12-19T19:28:16Z,62,community paper,closed,2014-09-03,Transcontinental,"Matane, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/""]","[""French""]",2013A000424006,Avignon--La Mitis--Matane--Matapédia,24,24006,33755,59750,0.5649372384937239,2021,0.6255952853516473,-0.06065804685792342,-1,2021-09-19,-4
117,marker,-1,Newspapers,La Voix de la Matanie,"La Voix de la Matanie, a Transcontinental community newspaper, closed September, 2014.",0,2015-10-07T12:59:59Z,2017-12-19T19:28:16Z,62,community paper,closed,2014-09-03,Transcontinental,"Matane, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/""]","[""French""]",2013A000424006,Avignon--La Mitis--Matane--Matapédia,24,24006,36559,59618,0.6132208393438223,2019,0.6703803060659135,-0.05715946672209116,-1,2019-10-21,-4
117,marker,-1,Newspapers,La Voix de la Matanie,"La Voix de la Matanie, a Transcontinental community newspaper, closed September, 2014.",0,2015-10-07T12:59:59Z,2017-12-19T19:28:16Z,62,community paper,closed,2014-09-03,Transcontinental,"Matane, Quebec","[""http:\/\/blog.fagstein.com\/2014\/09\/03\/14-community-papers-sold\/""]","[""French""]",2013A000424006,Avignon--La Mitis--Matane--Matapédia,24,24006,36772,60890,0.6039086877976679,2015,0.6828126123999229,-0.07890392460225493,-1,2015-10-19,-2
